,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Biological_Process_2025,Skin Development (GO:0043588),30/69,3.2406508080641496e-08,1.2511858165316763e-05,0,0,4.1892228082396255,72.2427559190881,FLG;SPRR2F;SPRR3;ASAH1;CSTA;SPRR2G;ASCL4;ITGB4;TGM1;SCEL;SPRR2B;TGM3;CERS3;JAG1;WNT5A;AKR1C3;KRT10;ASPRV1;EREG;KRT9;DSPP;ACER1;KRT16;LORICRIN;TXNIP;ITGA6;SPRR1A;IVL;SPRR1B;S100A7
11,GO_Biological_Process_2025,Peptide Cross-Linking (GO:0018149),14/21,1.935492696351389e-07,6.850031234503624e-05,0,0,10.856499356499356,167.8168763301406,FLG;SPRR2E;CSTA;KRT2;KRT1;KRT10;DSPP;TGM1;LORICRIN;PI3;SPRR1A;IVL;SPRR1B;TGM3
12,GO_Biological_Process_2025,Generation of Neurons (GO:0048699),57/192,5.811501920384373e-07,0.0001898572973528649,0,0,2.306449157150625,33.11658885031593,BTG4;NRP1;WNT2B;PCSK9;OTP;FZD10;SOX21;SOX2;SOX1;SOX15;SIX3;NRCAM;EMX1;MEF2C;DCC;WNT5A;EN2;EN1;DNAAF4;POU3F2;RNASE1;MAP1B;DCX;GPM6A;NDNF;ASCL1;VXN;WNT6;WNT11;FUT9;ERBB4;NOTO;TRIM46;MARK1;WNT10B;NTRK2;FZD4;WNT3A;FZD7;WNT7B;IRX4;DCDC2;VAX1;NR4A2;PTPRD;CDK6;LHX3;ARTN;LHX2;LHX5;INSM2;MDGA1;LHX9;LRP12;LHX8;ADGRL3;CDK5R1
13,GO_Biological_Process_2025,Chemical Synaptic Transmission (GO:0007268),71/260,8.943051409063955e-07,0.0002643685337510639,0,0,2.0548714186865613,28.61864385203446,GABRB2;CHRM3;HTR2B;HTR2C;HTR4;SLC6A2;GRM1;GABRR3;NPPC;GABRR1;HTR7;RPS6KA2;SLC18A3;UNC13B;CHRNB4;UNC13A;HTR3C;HTR3A;HTR3B;GABRG3;SYN2;GABRG2;SHISA6;SLC5A7;OMP;KCNQ3;CRH;HAP1;CHRNA4;NRXN1;CHRNA6;SLC1A1;CACNA1B;CHRNA9;NRXN2;LPAR3;SLC1A4;SLC1A6;CPLX1;HRH3;NPBWR1;NPY;PENK;SLC17A7;NPTX1;HCRT;GABRE;DRD2;NPTX2;SNCB;GRIA4;SNCA;GABBR2;GABRA1;NAPSA;PTPRN2;HTR1E;GABRA5;HTR1F;GABRA4;GABRA3;PRG2;GAD2;NSG1;SYT9;DLG1;SST;SYT10;PCDHB6;CBLN2;CBLN1
14,GO_Biological_Process_2025,Neuron Differentiation (GO:0030182),54/181,9.6037668542414e-07,0.0002643685337510639,0,0,2.3215359977004177,32.16706406956493,BTG4;TENM1;TENM2;WNT2B;TENM4;PCSK9;OTP;FZD10;HS6ST1;SOX21;GLI2;SOX2;FGF8;SOX1;SOX15;PITX3;EMX1;MEF2C;WNT5A;EN2;EN1;PAX6;POU3F2;ISL2;HAND2;ASCL1;VXN;WNT6;BRINP1;WNT11;FUT9;ERBB4;NOTO;OTX2;ATOH1;WNT10B;NTRK2;FZD4;WNT3A;FZD7;WNT7B;IRX4;VAX1;NR4A2;PTPRD;LHX3;LHX2;LHX5;INSM2;LHX9;VSX1;LHX8;CDK5R1;FOXA2
15,GO_Biological_Process_2025,Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),14/23,9.959728137548913e-07,0.0002643685337510639,0,0,8.442942942942944,116.67763732136817,GABBR2;GABRA1;GABRB2;GABRB1;GABRA5;GABRA4;GABRA3;GABRG3;GABRG2;SHISA7;GABRR3;GABRR1;GABRE;GPR156
16,GO_Biological_Process_2025,Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844),39/116,1.1944428601309386e-06,0.0002983999309985939,0,0,2.7601678243909835,37.64270151231075,CCL14;PGLYRP4;REG3A;CXCL6;CCL13;PGLYRP3;CALCA;PLA2G1B;REG1A;DEFB126;CXCL1;CXCL13;NTS;KNG1;HTN1;HTN3;BPIFA1;DMBT1;NPY;CPAMD8;RNASE7;MUC7;S100A12;CCL17;KRT6A;CCL15;SPAG11B;TSLP;DEFA5;PPBP;POMC;H2BC11;XCL1;ANG;DEFB4A;S100A9;GAPDH;S100A7;CCL26
17,GO_Biological_Process_2025,Antibacterial Humoral Response (GO:0019731),23/53,1.3367518589041206e-06,0.00031539917470921114,0,0,4.168054211035818,56.374049711377324,FGB;WFDC12;FGA;WFDC11;CALCA;PLA2G1B;DEFA5;RNASE4;WFDC2;WFDC3;BPIFA1;TF;DMBT1;NPY;H2BC11;CPAMD8;RNASE7;ANG;WFDC10A;WFDC10B;PI3;SPRR2A;WFDC13
18,GO_Biological_Process_2025,Axonemal Dynein Complex Assembly (GO:0070286),18/37,2.5298155077112933e-06,0.0005654803400657822,0,0,5.145516820401519,66.31214915747684,ODAD1;DNAI4;DNAI2;DNAH2;CFAP73;DNAI3;DNAH7;DNAH17;ODAD4;DNAH5;DNAAF1;DNAAF11;DAW1;DNAAF4;CFAP100;ZMYND10;DNAI1;CCDC40
19,GO_Biological_Process_2025,Supramolecular Fiber Organization (GO:0097435),85/339,3.7343635904839176e-06,0.0007929921084392599,0,0,1.8317911117218348,22.89360284929108,COLGALT2;KRT24;TCHH;SCX;KRT23;STMN4;AQP2;KRT20;PPP1R9A;LMOD3;RND1;POF1B;KRT25;NEFL;CAPN3;PGM5;MYOZ1;KRT6C;CGNL1;KRT6B;KRT6A;KRT71;KRT4;KRT3;KRT2;KRT1;KRT35;KRT79;KRT7;KRT34;KRT78;SHROOM3;KRT77;KRT5;KRT32;RHOF;KRT76;KRT31;KRT75;RNASE1;KRT74;KLHL41;KRT73;SHROOM4;KRT9;KRT72;TRDN;KRT38;KRT37;KRT36;RHOU;TAGLN3;DSG3;KRT82;TNXB;PLA2G1B;COL11A2;SLAIN1;KRT85;KRT84;RHOBTB2;KRT33B;KRT33A;SH3BP1;NLRP5;FSD1;SNCA;SIAH2;KRT13;TRPV3;KRT10;DSPP;KRT19;DLG1;KIF18B;KRT17;KRT16;MYO1A;KRT15;TRPV4;MYO5C;KRT14;CORO6;TLL2;MYO1G
20,GO_Biological_Process_2025,Inner Dynein Arm Assembly (GO:0036159),10/14,4.619884608545453e-06,0.0009343166634520258,0,0,13.555591259640105,166.5323476543645,CFAP100;CFAP73;DNAH2;DNAI3;DNAH7;DNAAF1;DNAAF11;DNAAF4;ZMYND10;CCDC40
21,GO_Biological_Process_2025,Anterograde Trans-Synaptic Signaling (GO:0098916),53/189,9.070802008503252e-06,0.0017510770968233,0,0,2.125922411975543,24.682915599054404,CHRM3;GABRB2;HTR2B;HTR2C;HTR4;SLC6A2;GRM1;GABRR3;NPPC;GABRR1;HTR7;RPS6KA2;SLC18A3;UNC13B;CHRNB4;HTR3C;HTR3A;HTR3B;SYN2;OMP;KCNQ3;CRH;HAP1;CHRNA4;NRXN1;CHRNA6;SLC1A1;CACNA1B;CHRNA9;NRXN2;LPAR3;SLC1A6;CPLX1;HRH3;NPBWR1;NPY;PENK;NPTX1;HCRT;NPTX2;SNCB;SNCA;GABBR2;HTR1E;HTR1F;PRG2;GAD2;SYT9;DLG1;SST;SYT10;PCDHB6;CBLN1
22,GO_Biological_Process_2025,Cochlea Morphogenesis (GO:0090103),9/13,2.1333505902810702e-05,0.0039392782421407,0,0,12.196113074204948,131.17202163673048,TBX1;HPN;MYO3A;HOXA1;NEUROG1;PAX2;TBX18;POU3F4;NECTIN1
23,GO_Biological_Process_2025,Chloride Transport (GO:0006821),30/90,2.3643672172758423e-05,0.004183944821571,0,0,2.7195989650711514,28.970296918925587,CLIC5;GABRB2;GABRB1;CLIC3;SLC1A1;CLCNKA;CLCN2;SLC1A7;GABRR3;GABRR1;GLRA3;SLC17A7;CLIC2;GABRE;GABRQ;GABRA1;GABRA5;GABRA4;GABRA3;ANO5;GABRG3;GABRG2;SLC4A8;SLC5A8;FXYD3;SLC26A8;SLC26A9;SLC26A4;KCNK2;CFTR
24,GO_Biological_Process_2025,Neurotransmitter Transport (GO:0006836),19/46,2.588886982091137e-05,0.0043980012051764,0,0,3.821498907866939,40.361515149126056,SLC22A3;PTPRN2;UNC13A;NRXN1;SLC22A2;SLC6A15;SLC1A1;SLC22A1;NRXN2;SLC1A6;SLC1A7;SLC6A2;SYN2;SLC6A3;SLC5A7;HRH3;SLC17A7;SLC28A2;SLC18A3
25,GO_Biological_Process_2025,Calcium-Independent Cell-Cell Adhesion via Plasma Membrane Cell-Adhesion Molecules (GO:0016338),11/19,2.9304036287657547e-05,0.0047867016197569,0,0,7.456203792992607,77.82625430084008,CLDN11;CLDN6;CLDN20;CLDN9;CLDN8;CLDN23;CLDN19;CLDN18;CLDN17;CLDN16;CLDN2
26,GO_Biological_Process_2025,Bicellular Tight Junction Assembly (GO:0070830),19/47,3.712960768114189e-05,0.0058403497711781,0,0,3.6847981216334422,37.58897884849448,FRMPD2;CLDN2;CLDN1;CLDN11;CLDN6;CLDN20;DLG1;OCLN;CLDN3;PROC;POF1B;CLDN9;CLDN24;CLDN8;CLDN23;CLDN19;CLDN18;CLDN17;CLDN16
27,GO_Biological_Process_2025,Monocarboxylic Acid Transport (GO:0015718),25/72,5.132414353166777e-05,0.0077847727706783,0,0,2.8907522035738085,28.55296920343732,ABCB4;SLC5A12;FABP12;SLC16A4;SLCO1B3-SLCO1B7;ABCC3;SLC10A6;NHERF1;SLC16A1;SLC10A2;NR1H4;SLC16A12;SLC6A11;SLC51B;SLCO1C1;CEACAM1;SLC5A8;TSPO2;FABP4;SLC6A8;FABP5;FABP7;RBP1;SLCO1A2;PMP2
28,GO_Biological_Process_2025,Retinoid Metabolic Process (GO:0001523),23/64,5.480380268543895e-05,0.0079164025976754,0,0,3.047804563234403,29.90429939293673,CYP3A7-CYP3A51P;UGT1A1;ADH1B;AKR1C3;SDR9C7;HSD17B6;LRP2;ADH7;LRP8;SDR16C5;CYP26A1;AKR1B10;RDH12;CYP4V2;ALDH1A2;CYP2S1;RBP1;RDH16;BCO1;UGT1A9;ALDH8A1;UGT1A8;UGT1A7
29,GO_Biological_Process_2025,Cilium Movement Involved in Cell Motility (GO:0060294),11/20,5.5919961839006903e-05,0.0079164025976754,0,0,6.627343833708347,64.89222792548884,DNAH10;DNAH2;DNAI3;DNAH17;DNAH7;DNAH5;DNAH6;TEKT1;TEKT2;DNAH9;TEKT5
30,GO_Biological_Process_2025,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),53/202,6.648667989352889e-05,0.0091086751454134,0,0,1.9389325163302216,18.64963972826081,VIPR2;OR1G1;ADM;ADRA1D;HTR4;ADRA1B;RXFP2;AKAP12;MC4R;RIMS2;UCN3;ADGRE5;GNAT3;UCN2;FFAR4;LHCGR;GLP2R;NPY1R;PTH2R;ADRA2A;MTNR1A;ADGRF1;ADGRF5;PTGFR;CALCA;SFTPA2;PTGER2;LPAR3;ADCY2;CACNA1D;ADCY8;PTHLH;GNA14;MC2R;CALCR;ADGRG7;CPAMD8;PCDHA4;OR5AN1;S1PR5;GABBR2;GPR12;HTR1E;HTR1F;GCGR;SCTR;ADCY10;ADGRD1;GHRH;ADGRD2;RAMP1;ADGRL3;GPHB5
31,GO_Biological_Process_2025,Transport Across Blood-Brain Barrier (GO:0150104),28/86,7.012907024231354e-05,0.009307442541222,0,0,2.6244343891402715,25.103169361167957,SLC22A3;ATP8A1;TFRC;SLC22A2;SLC1A1;SLC22A1;SLC2A1;SLC1A4;LRP2;SLC6A20;SLC4A4;SLC7A2;SLC5A5;FLVCR2;ABCC3;ABCC1;NHERF1;SLC16A1;AVPR1B;ABCC5;SLC2A13;SLC16A12;SLCO1C1;SLC7A5;SLC4A8;SLC7A8;FABP5;SLC28A2
32,GO_Biological_Process_2025,Unsaturated Fatty Acid Metabolic Process (GO:0033559),20/53,7.501457071214204e-05,0.0096541479337717,0,0,3.291131821112479,31.258604578139835,GSTM2;ELOVL2;PLA2G4B;CYP4F2;CYP4A11;ALOX15;CYP4F3;SCD5;PLA2G4A;ALOX12;ALOX12B;PTGR1;CYP4F11;ALOX15B;FA2H;AWAT1;PLA2G10;GSTA1;ALOXE3;MGLL
33,GO_Biological_Process_2025,Hepoxilin Biosynthetic Process (GO:0051122),6/7,8.739000136246511e-05,0.010309592660733,0,0,32.497432605905004,303.69272205809676,GSTM2;GSTM1;ALOX15;ALOX12B;ALOX15B;ALOXE3
34,GO_Biological_Process_2025,Hepoxilin Metabolic Process (GO:0051121),6/7,8.739000136246511e-05,0.010309592660733,0,0,32.497432605905004,303.69272205809676,GSTM2;GSTM1;ALOX15;ALOX12B;ALOX15B;ALOXE3
35,GO_Biological_Process_2025,Positive Regulation of Tooth Mineralization (GO:0070172),6/7,8.739000136246511e-05,0.010309592660733,0,0,32.497432605905004,303.69272205809676,TFAP2A;WNT6;ENAM;AMTN;ODAPH;CFTR
36,GO_Biological_Process_2025,Mesodermal Cell Fate Commitment (GO:0001710),5/5,9.24319389788999e-05,0.0106096876984699,0,0,84390.0,783901.9150561196,SIX2;TRIM15;KLF4;PAX2;HOXA11
37,GO_Biological_Process_2025,Establishment of Skin Barrier (GO:0061436),11/21,0.00010086353657312462,0.0108077730687205,0,0,5.964255866280938,54.88154416723129,FLG;FA2H;FLG2;KRT16;TMEM79;ALOX12;ALOX12B;CLDN1;ALOXE3;TP63;HRNR
38,GO_Biological_Process_2025,Outer Dynein Arm Assembly (GO:0036158),11/21,0.00010086353657312462,0.0108077730687205,0,0,5.964255866280938,54.88154416723129,ODAD1;DNAI2;DNAH17;ODAD4;DNAAF1;DNAH5;DAW1;DNAAF11;DNAAF4;ZMYND10;DNAI1
39,GO_Biological_Process_2025,Tight Junction Assembly (GO:0120192),20/54,0.00010179207034349447,0.0108077730687205,0,0,3.1941441953957597,29.362420781674057,FRMPD2;CLDN2;CLDN1;CLDN11;CLDN6;CLDN20;DLG1;OCLN;CLDN3;PROC;POF1B;CLDN9;CLDN24;CLDN8;CLDN23;CLDN19;CLDN18;CLDN17;CLDN16;DSG3
40,GO_Biological_Process_2025,Fluid Transport (GO:0042044),10/18,0.00011025276138479472,0.0109744830969217,0,0,6.7761889460154245,61.7496141571931,AQP7B;MINDY4;NHERF4;AQP7;SLC4A11;CLDN18;AQP4;AQP5;AQP2;UPK3A
41,GO_Biological_Process_2025,Water Transport (GO:0006833),10/18,0.00011025276138479472,0.0109744830969217,0,0,6.7761889460154245,61.7496141571931,AQP7B;MINDY4;NHERF4;AQP6;AQP7;AQP4;AQP5;AQP2;UPK3A;CFTR
42,GO_Biological_Process_2025,Inorganic Cation Transmembrane Transport (GO:0098662),73/307,0.0001111143803078965,0.0109744830969217,0,0,1.7029711296684074,15.505467726129996,KCNG1;KCNK5;KCNG2;KCNK7;KCNC2;LRRC38;SLC4A4;SLC6A2;RYR3;SLC6A3;SLC9C2;SLC39A8;SLC39A2;SCN1A;KCNH1;TRPC5;SLC6A18;TRPC6;SCARA5;SLC30A3;SLC30A2;SLC6A15;SLC6A14;HTR3C;KCNK15;SLC6A11;ATP1B3;HTR3A;KCNK17;HTR3B;ATP1B1;SLC9A2;SLC9A3;SLC9A4;KCNQ1;SCNN1B;KCNQ3;SCN4A;RHCG;MINDY4;SLC41A2;HPN;KCNA3;UCP1;KCNA4;CACNA1D;SLC6A20;KCNA7;LRRC52;TRPM1;SCN7A;TRPM8;KCNN4;SCN3A;ASIC1;LRRC26;TRPA1;KCNB1;KCNB2;SLC4A11;TRPV3;KCNJ16;OTOP2;OTOP3;ATP4B;ATP4A;SLC4A8;SLC6A8;TRPV6;TRPV4;KCNK2;SLC24A5;HCN1
43,GO_Biological_Process_2025,Vascular Transport (GO:0010232),27/84,0.00011981488955132998,0.0115648599073749,0,0,2.574423943542216,23.245922139819452,SLC22A3;ATP8A1;TFRC;SLC22A2;SLC1A1;SLC22A1;SLC2A1;SLC1A4;LRP2;SLC6A20;SLC4A4;SLC7A2;SLC5A5;FLVCR2;ABCC3;ABCC1;NHERF1;SLC16A1;AVPR1B;ABCC5;SLC2A13;SLC16A12;SLCO1C1;SLC7A5;SLC4A8;SLC7A8;SLC28A2
44,GO_Biological_Process_2025,Cell-Cell Junction Assembly (GO:0007043),23/67,0.00012328780174245628,0.0116356287555602,0,0,2.8394936783126523,25.55825160319584,LIM2;JUP;CDH8;CLDN11;GJA1;PARD6B;GJB2;GJB1;CDH20;GJB6;TRPV4;CDH22;ZNF703;CDH12;CDHR3;FSCN1;CDH13;DSG1;PKP1;POTEF;CDH15;DSG3;CDH17
45,GO_Biological_Process_2025,Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),21/59,0.00013363770079430665,0.0123382459842047,0,0,3.001069264583581,26.77067267971109,PTPRT;CADM1;CADM2;CNTN6;CELSR2;MYPN;IGSF9;IGSF11;CEACAM1;CEACAM6;CEACAM5;PCDHB6;CDH13;CNTN2;FAT2;EMB;CDH17;DSCAML1;PCDHA7;SDK2;NECTIN1
46,GO_Biological_Process_2025,Retinoic Acid Metabolic Process (GO:0042573),12/25,0.00014440413110400975,0.013048603080824,0,0,5.005688844917141,44.26477947250487,CYP26A1;CYP3A7-CYP3A51P;CYP2W1;UGT1A1;ADH1B;ALDH1A2;CYP2S1;ADH7;UGT1A9;ALDH8A1;UGT1A8;UGT1A7
47,GO_Biological_Process_2025,Neuron Migration (GO:0001764),21/60,0.000175635115987108,0.0152229048489234,0,0,2.9239451293627368,25.28365154094239,NRP1;GPM6A;NTRK2;MEF2C;DCC;DCDC2;NDNF;SEMA3E;DNAAF4;RNASE1;NR4A2;SOX1;MAP1B;DCX;TRIM46;NRCAM;MDGA1;LRP12;MARK1;ADGRL3;CDK5R1
48,GO_Biological_Process_2025,Response to Retinoic Acid (GO:0032526),21/60,0.000175635115987108,0.0152229048489234,0,0,2.9239451293627368,25.28365154094239,RET;TBX1;WNT10B;RARG;LTK;MINDY4;FZD4;WNT3A;TESC;FZD7;WNT7B;WNT5A;FZD10;ASCL1;PAX2;WNT6;BRINP1;WNT11;ALDH1A2;CTSH;TRIM16
49,GO_Biological_Process_2025,Inorganic Anion Transmembrane Transport (GO:0098661),26/82,0.00020350601170173927,0.0172858006339457,0,0,2.5226790328534516,21.442305113870287,GABRB2;GABRB1;SLC20A2;SLC1A1;AQP6;SLC1A7;SLC5A5;GABRR3;GABRR1;GLRA3;GABRE;GABRQ;GABRA1;GABRA5;GABRA4;GABRA3;ANO5;GABRG3;GABRG2;SLC4A8;SLC5A8;SLC26A8;SLC26A9;SLC26A4;KCNK2;CFTR
50,GO_Biological_Process_2025,Chloride Transmembrane Transport (GO:1902476),22/65,0.00021677877245536125,0.0177962839308806,0,0,2.778469617404351,23.44092903667069,GABRQ;GABRB2;GABRA1;GABRB1;GABRA5;GABRA4;SLC1A1;GABRA3;ANO5;GABRG3;SLC1A7;GABRG2;GABRR3;SLC4A8;GABRR1;GLRA3;SLC26A8;SLC26A9;GABRE;SLC26A4;KCNK2;CFTR
51,GO_Biological_Process_2025,"Synaptic Transmission, GABAergic (GO:0051932)",9/16,0.00021789657744426455,0.0177962839308806,0,0,6.9679684273323845,58.75035627660093,GABBR2;GABRA1;GABRB2;GABRA5;GABRA4;GABRA3;GABRE;GABRG3;GABRG2
52,GO_Biological_Process_2025,Sodium Ion Transport (GO:0006814),29/96,0.00023160141283037504,0.0185587018922755,0,0,2.352538954114008,19.69191017006077,SLC5A12;SLC5A2;SLC6A20;SLC4A4;SLC6A2;SLC6A3;SLC5A5;SCN7A;CNGA4;SCN3A;SLC17A3;SCN1A;ASIC1;SLC17A4;SLC34A3;SLC6A18;SLC6A15;SLC6A14;SLC4A11;ATP1B3;SLC6A11;ATP1B1;SLC4A8;SLC5A8;SLC6A8;SCNN1B;SCN4A;SGK1;HCN1
