,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Molecular_Function_2025,Hormone Activity (GO:0005179),33/88,4.733430515632492e-07,3.581430820781573e-05,0,0,3.2676594367109097,47.588379935321406,FBN2;REG3A;CALCA;ADM;OXT;CGB2;TRH;KNG1;PTHLH;INSL6;NPPC;GPNMB;NPY;CPAMD8;PENK;GAST;PRLH;HCRT;CHGB;EDN3;GDF15;GUCA2A;GH2;POMC;PYY;VGF;SST;C1QTNF12;GHRH;CRH;GNRH2;AGRP;INHA
11,GO_Molecular_Function_2025,Double-Stranded DNA Binding (GO:0003690),149/651,4.834327317140481e-07,3.581430820781573e-05,0,0,1.6349161041672529,23.775528190446742,RORC;FOXI1;HOXA13;HID1;HOXA11;NR3C2;SPIB;HOXA10;CREB3L1;DPF1;HOXA1;GSC2;DUXA;PITX1;SOX7;MNX1;PITX3;MEF2C;NKX6-3;ESX1;BHLHA15;HNF1A;OVOL1;POU3F1;SOX10;MYT1;POU3F2;FOXP1;POU3F4;ISL2;DLX1;GCM1;DLX2;RNASEH2A;HOXD1;DLX5;DLX6;SHOX2;ARX;GATA4;HOXB13;GLIS1;NEUROD1;RAD51AP1;NEUROD2;ALX4;ALX1;OTX2;OTX1;NKX2-5;HOXC8;TFAP2A;NFE2;TFAP2B;BCL11B;ESRRB;NR2F1;MAFA;ESR1;ISX;NR4A2;GDNF;TLX3;TLX2;DMRTC2;MYF6;ZSCAN4;SNAI2;LHX5;HOXD9;SP9;HOXD8;LHX9;VSX1;LHX8;VSX2;RARG;FOXE1;SYCP1;ONECUT1;TCF21;HMGB3;HOXC13;MEOX1;GLI2;DMBX1;HEY1;SIX2;SIX3;NKX3-2;MYOG;EMX1;FOXD3;MSGN1;EN2;EN1;PAX3;PAX6;FOXL2;KLF14;KLF15;PAX2;PAX1;NR5A1;DMRTA2;PAX7;TGIF2LX;HAND2;MYOD1;TGIF2LY;IRF6;HMX1;NR1I2;LEF1;HOXD13;HOXD12;ASCL1;HOXD11;HOXD10;TBXT;GBX2;TBX20;SHOX;NOTO;HES2;E2F7;ATOH1;SPDEF;DRGX;TBX1;FOXB1;DMRT1;CDX1;DMRT3;ZIC5;KLF4;VAX1;KLF2;TBX18;POU4F3;TBX15;GFI1B;KLF5;RAD51;NEUROG1;FOXA3;NEUROG2;SMIM44;FOXA2
12,GO_Molecular_Function_2025,Chloride Transmembrane Transporter Activity (GO:0015108),32/86,8.599056654673981e-07,5.880431820003976e-05,0,0,3.226465300251708,45.062244175385274,CLIC6;GABRB2;OCA2;GABRB1;CLIC3;SLC1A1;CLCNKA;SLC1A4;BEST2;GABRR3;GABRR1;GLRA3;CLCA2;CLCA1;SLC17A7;CLIC2;GABRE;CLCA4;GABRQ;GABRA1;GABRA5;GABRA4;GABRA3;ANO5;GABRG3;GABRG2;SLC4A8;FXYD3;SLC26A8;SLC26A9;SLC26A4;CFTR
13,GO_Molecular_Function_2025,Monocarboxylic Acid Binding (GO:0033293),16/32,5.829219852438873e-06,0.0003701554606298685,0,0,5.428847392144237,65.43187473453736,UGT1A10;SFTPA2;UGT1A1;PLA2G1B;UGT2B15;AKR1C3;NR1H4;UGT2B17;CYP26A1;CYP2W1;LCN12;UGT1A4;UGT2B4;UGT1A9;UGT1A8;UGT1A7
14,GO_Molecular_Function_2025,GABA-gated Chloride Ion Channel Activity (GO:0022851),11/17,6.511258212841621e-06,0.00038590057008108005,0,0,9.942783670845388,118.73650233034216,GABRQ;GABRR3;GABRB2;GABRB1;GABRR1;GABRA5;GABRA4;GABRA3;GABRE;GABRG3;GABRG2
15,GO_Molecular_Function_2025,Solute:Sodium Symporter Activity (GO:0015370),19/43,8.002652879094445e-06,0.0004446474005946851,0,0,4.299951659684177,50.463103774627264,SLC34A3;SLC34A2;SLC20A2;SLC5A12;SLC5A2;SLC6A20;SLC4A4;SLC4A5;SLC5A5;SLC4A8;SLC5A7;SLC5A8;SLC5A9;SLC17A7;SLC13A5;SLC17A1;SLC28A2;SLC17A3;SLC17A4
16,GO_Molecular_Function_2025,Cytokine Activity (GO:0005125),52/186,1.204089280582728e-05,0.0006296678649635561,0,0,2.116505420778842,23.974084366523225,CXCL6;CSF2;IL20;WNT2B;IL24;CXCL13;IL36A;IL36B;IL11;LEFTY1;WNT5A;IL19;NRG1;IL1A;IFNK;XCL1;S100A9;CCL14;CCL13;GPR15LG;WNT6;C5;WNT11;THPO;NDP;ALKAL1;LEFTY2;CCL15;GDF10;WNT10B;IL31;TSLP;TNFSF15;WNT3A;GDF15;IL37;WNT7B;IL36G;PPBP;BMP7;GDF5;BMP6;IL2;SLURP1;BMP5;IL1F10;CD40LG;SCGB3A1;INHA;CKLF;CRLF1;CCL26
17,GO_Molecular_Function_2025,GABA-A Receptor Activity (GO:0004890),11/18,1.4371621403246693e-05,0.0007097984126381282,0,0,8.521880883500941,95.0211452010006,GABRQ;GABRR3;GABRB2;GABRB1;GABRR1;GABRA5;GABRA4;GABRA3;GABRE;GABRG3;GABRG2
18,GO_Molecular_Function_2025,G Protein-Coupled Receptor Activity (GO:0004930),66/259,2.5169171562863236e-05,0.0011776522904939,0,0,1.867065214442666,19.77201648169676,NPFFR1;VIPR2;GPR22;OR1G1;MRGPRE;CELSR2;RXFP2;GRM1;LTB4R;CYSLTR1;ADGRE5;FFAR4;ADORA1;PRLHR;QRFPR;OXGR1;GPR39;GHSR;CASR;LHCGR;ELOVL4;MRGPRX3;GPR35;MRGPRX1;GLP2R;PTH2R;MTNR1A;ADGRF1;ADGRF5;OPRD1;CX3CR1;NPR1;GPR87;LPAR3;GPR83;MCHR2;HCAR2;HCAR3;MC2R;PROKR2;P2RY6;HCAR1;ADGRG7;NPBWR1;NPY;P2RY1;KISS1R;PCDHA4;TAS1R2;TAS1R1;GPR156;DRD2;S1PR5;GABBR2;GPR12;HTR1E;GPR52;SCTR;GPR50;ESR1;ADGRD1;ADGRD2;GPR149;LGR5;F2RL2;ADGRL3
19,GO_Molecular_Function_2025,Retinoid Binding (GO:0005501),15/32,3.0558826694436486e-05,0.0013583398465677,0,0,4.788333743539257,49.77883280821622,UGT1A10;UGT1A1;UGT2B15;UGT2B17;ADH7;CYP26A1;CYP2W1;LCN12;ALDH1A2;RBP1;UGT1A4;UGT2B4;UGT1A9;UGT1A8;UGT1A7
20,GO_Molecular_Function_2025,Growth Factor Activity (GO:0008083),30/92,3.800262306059012e-05,0.0015916089436039,0,0,2.6315569836831783,26.783606384972195,REG1A;CXCL1;PTN;FGF3;FGF4;NTF4;ENDOU;FGF8;FGF9;THPO;NTF3;FGF20;JAG2;IL11;JAG1;AMBN;OSGIN1;NRG1;VEGFD;BMP7;PGF;IL2;EREG;GH2;EPGN;GDNF;ARTN;FGF19;FGF18;INHA
21,GO_Molecular_Function_2025,E-box Binding (GO:0070888),20/51,3.938739792945711e-05,0.0015916089436039,0,0,3.5038788710717332,35.53656600930138,MYOG;TCF15;SCX;TCF21;TWIST1;OLIG1;BHLHA15;ASCL1;NEUROD1;NEUROD2;HAND2;MYOD1;ATOH8;MYF6;SNAI2;BMAL2;NEUROG1;ATOH1;NEUROG2;NEUROG3
22,GO_Molecular_Function_2025,Retinoic Acid Binding (GO:0001972),12/23,5.098378010704767e-05,0.0019706339354419,0,0,5.916515638702134,58.47885839904556,UGT1A10;CYP26A1;CYP2W1;UGT1A1;LCN12;UGT2B15;UGT2B17;UGT1A4;UGT2B4;UGT1A9;UGT1A8;UGT1A7
23,GO_Molecular_Function_2025,Serine-Type Peptidase Activity (GO:0008236),42/149,6.462450124158285e-05,0.0023937992334902,0,0,2.137340696686491,20.618748179608737,PCSK2;PCSK1;HPN;PRSS48;PCSK9;TMPRSS2;KLK2;CTSV;KLK8;PARL;PRSS21;DPP4;ENDOU;PRRG3;CTSH;RHBDL3;PRSS2;HABP2;ELANE;TMPRSS11B;TPSG1;MMP1;MMP3;KLK14;PRSS38;PRSS57;AZU1;TMPRSS11E;PRSS56;KLK10;MMP10;KLK12;MMP12;F7;PROC;MMP13;DLC1;TLL2;PRTN3;LPA;KLKB1;CFB
24,GO_Molecular_Function_2025,Serine-Type Endopeptidase Activity (GO:0004252),39/136,7.714468484771899e-05,0.0027432649931848,0,0,2.188452805708726,20.724271383216607,PCSK2;PCSK1;HPN;PRSS48;PCSK9;TMPRSS2;KLK2;CTSV;KLK8;PARL;PRSS21;DPP4;PRRG3;CTSH;RHBDL3;PRSS2;HABP2;ELANE;TPSG1;MMP1;MMP3;KLK14;PRSS38;PRSS57;AZU1;PRSS56;KLK10;MMP10;KLK12;MMP12;F7;PROC;MMP13;DLC1;TLL2;PRTN3;LPA;KLKB1;CFB
25,GO_Molecular_Function_2025,Serotonin Receptor Activity (GO:0099589),10/18,0.00011025276138479472,0.0037697963411954,0,0,6.7761889460154245,61.7496141571931,HTR7;HTR1E;HTR1F;CHRNA9;HTR2B;HTR3C;HTR2C;HTR3A;HTR3B;HTR4
26,GO_Molecular_Function_2025,G Protein-Coupled Peptide Receptor Activity (GO:0008528),26/80,0.0001296480241947364,0.0042687812410785,0,0,2.6164226241745623,23.418780716026763,CX3CR1;NPSR1;OPRD1;NPFFR1;VIPR2;NPR1;GPR83;LTB4R;RXFP2;MCHR2;MC4R;CYSLTR1;MC2R;CALCR;KISS1R;PRLHR;LHCGR;AVPR1B;GCGR;GLP2R;NPY1R;SCTR;PTH2R;SORCS3;SORCS2;CCKBR
27,GO_Molecular_Function_2025,Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824),18/48,0.0001861318556804183,0.0059096864178532,0,0,3.256701030927835,27.971985034923375,GABRQ;GABRB2;GABRA1;GABRB1;GABRA5;GABRA4;GABRA3;CHRNA9;HTR3C;HTR3A;HTR3B;GABRG3;GABRG2;GABRR3;GABRR1;GLRA3;GABRE;GRIA4
28,GO_Molecular_Function_2025,Monocarboxylic Acid Transmembrane Transporter Activity (GO:0008028),17/46,0.00034155143605394653,0.0104703181604123,0,0,3.1809983896940417,25.390768184624356,NHERF1;SLC16A1;SLC43A3;SLC7A14;SLC5A12;SLC1A4;SLC6A11;SLC51B;SLC16A14;SLCO1C1;CEACAM1;SLC5A8;TSPO2;SLCO1A2;SLC27A6;SLC16A4;SLCO1B3-SLCO1B7
29,GO_Molecular_Function_2025,Organic Acid:Sodium Symporter Activity (GO:0005343),10/21,0.0005659383016546208,0.0164061849091772,0,0,4.927261042299603,36.84125642581326,SLC5A8;SLC6A8;SLC6A15;SLC1A1;SLC6A14;SLC5A12;SLC1A6;SLC6A20;SLC13A5;SLC1A7
30,GO_Molecular_Function_2025,"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",72/318,0.0005720941869341898,0.0164061849091772,0,0,1.596033586565374,11.916317004844055,ONECUT1;FOXI1;HNF4G;SCX;TCF21;GLI1;SOX21;SOX2;SPIB;HOXA10;SOX1;CREB3L3;CREB3L1;SOX15;MYB;SIX3;HOXA1;SOX7;MYOG;MEF2C;NKX6-3;PAX6;HNF1A;SOX10;MYT1;KLF15;RFX6;ZNF639;HAND2;MYOD1;ZNF750;GCM1;DLX5;ARX;NR1I2;LEF1;GATA4;HOXD13;GLIS1;NEUROD1;PRDM16;SHOX;ALX4;OTX2;OTX1;SRY;NKX2-5;TFAP2A;TFAP2B;TFAP2D;CDX1;ZBTB16;ESRRB;IRX4;NR1H4;FOXJ1;GRHL3;PEDS1;KLF4;ESR1;POU4F3;CTCFL;NR4A2;GFI1B;KLF5;GDNF;LHX3;TLX2;HOXD8;TP73;NEUROG3;SMIM44
31,GO_Molecular_Function_2025,UDP-glycosyltransferase Activity (GO:0008194),21/65,0.0006087139778289011,0.0169108351965591,0,0,2.590909090909091,19.183510790046057,UGT1A10;UGT2B11;UGT1A1;UGT2B15;UGT2B17;B3GNT7;B3GNT6;MGAT4A;HAS3;UGT2B4;GCNT3;UGT1A4;UGT3A2;B4GALNT1;UGT2A1;XXYLT1;UGT1A9;UGT1A8;B4GALT4;UGT1A7;B4GALNT4
32,GO_Molecular_Function_2025,Fibroblast Growth Factor Receptor Binding (GO:0005104),11/25,0.0006953273495750323,0.0187316973870364,0,0,4.259172521467604,30.96898779699073,KLB;KL;FGF8;FGF9;NRXN1;FGF19;FGF18;FGF20;FGF12;FGF3;FGF4
33,GO_Molecular_Function_2025,Benzodiazepine Receptor Activity (GO:0008503),6/9,0.0007883996815752369,0.0202886029922985,0,0,10.831193838254173,77.39435391426267,GABRA5;GABRA4;GABRA3;GABRE;GABRG3;GABRG2
34,GO_Molecular_Function_2025,Water Transmembrane Transporter Activity (GO:0005372),8/15,0.0007987638973345884,0.0202886029922985,0,0,6.191760711991926,44.162393682311595,AQP7B;MINDY4;AQP6;AQP7;SLC4A11;AQP4;AQP5;AQP2
35,GO_Molecular_Function_2025,Carboxylic Acid Transmembrane Transporter Activity (GO:0046943),23/76,0.0009582382494601104,0.0236631612158343,0,0,2.3560552095319856,16.375559387061497,ABCC1;SLC16A1;SLC6A15;SLC22A2;SLC6A14;SLC1A1;SLC16A12;SLC6A11;SLC38A11;SLC7A11;SLC7A10;SLC1A6;SLC6A20;SLC1A7;SLC7A2;SLC16A14;SLC7A5;SLC5A8;SLC6A8;SLC7A8;SLC38A8;SLC16A4;GRIA4
36,GO_Molecular_Function_2025,Neuropeptide Hormone Activity (GO:0005184),11/26,0.0010364169168664,0.0249020172728191,0,0,3.9749919639987144,27.316088278806262,PYY;GPNMB;NPY;GHRH;CPAMD8;PENK;CRH;OXT;AGRP;PRLH;HCRT
37,GO_Molecular_Function_2025,Neuropeptide Activity (GO:0160041),11/27,0.0015043594703631,0.0351940939250742,0,0,3.726333976213436,24.218890599014365,PYY;GPNMB;NPY;GHRH;CPAMD8;PENK;CRH;OXT;AGRP;PRLH;HCRT
38,GO_Molecular_Function_2025,Peptide Hormone Receptor Binding (GO:0051428),7/13,0.001609063752146,0.0357614418914464,0,0,6.319101123595505,40.64510796446717,UCN3;UCN2;GHRH;CPAMD8;GNRH2;PTHLH;GPHB5
39,GO_Molecular_Function_2025,Water Channel Activity (GO:0015250),7/13,0.001609063752146,0.0357614418914464,0,0,6.319101123595505,40.64510796446717,AQP7B;MINDY4;AQP6;AQP7;AQP4;AQP5;AQP2
40,GO_Molecular_Function_2025,Protein Heterodimerization Activity (GO:0046982),50/216,0.00226539437641,0.0491203805031351,0,0,1.638585592369478,9.978996773290012,KCNK5;PGLYRP4;TENM1;UGT1A10;PGLYRP3;TENM2;TENM4;ADRA1B;CREB3L3;KRT25;ABCG8;MEF2C;ABCG5;UGT1A1;KRT1;APOA2;HNF1A;KCNK17;SLC51B;ATP1B1;ADRA2A;SLC7A8;CEACAM6;SLC7A9;AGTR1;BIRC5;CEACAM8;SLC3A1;ADCY8;NPAS3;ADD2;FXR1;NEUROD1;NEUROD2;SOHLH1;UGT1A4;UGT1A9;UGT1A8;UGT1A7;GABBR2;TFAP2B;BCL11A;FZD4;KCNB1;KCNB2;KRT10;BMP6;NR4A2;KCNK2;GPHB5
41,GO_Molecular_Function_2025,Secondary Active Transmembrane Transporter Activity (GO:0015291),18/58,0.0024158713214345,0.0511359429703637,0,0,2.441076030927835,14.709180272092569,SLC47A2;SLC46A2;SLC20A2;SLC35D3;SLC16A12;SLC5A12;SLCO5A1;SLC4A4;SLCO1C1;SLC7A5;SLC7A8;SLC7A9;SLCO1A2;SLCO4C1;CDH17;SLC22A7;SLCO1B3-SLCO1B7;SLC17A4
42,GO_Molecular_Function_2025,Alpha-Adrenergic Receptor Activity (GO:0004936),4/5,0.0025942019140026,0.052414670489736,0,0,21.65105837075048,128.92071517823004,ADRA1D;ADRA1B;ADRA2B;ADRA2A
43,GO_Molecular_Function_2025,Fatty Acid Omega-Hydroxylase Activity (GO:0120250),4/5,0.0025942019140026,0.052414670489736,0,0,21.65105837075048,128.92071517823004,CYP4F2;CYP4A11;CYP4F3;CYP4F11
44,GO_Molecular_Function_2025,Calcium-Dependent Cysteine-Type Endopeptidase Activity (GO:0004198),7/14,0.0027863459123833,0.0550458114690834,0,0,5.416051364365971,31.86276151792422,CAPN13;CAPN14;CAPN8;CAPN9;CAPNS2;CAPN5;CAPN3
45,GO_Molecular_Function_2025,Glucuronosyltransferase Activity (GO:0015020),12/33,0.0029226892541817,0.0564841466732083,0,0,3.0972898484152505,18.073464023113413,UGT1A10;UGT2B11;UGT1A1;UGT2B15;UGT1A4;UGT3A2;UGT2B17;UGT2B4;UGT2A1;UGT1A9;UGT1A8;UGT1A7
46,GO_Molecular_Function_2025,Metal Ion Binding (GO:0046872),104/516,0.0030839891884472,0.0583333274155239,0,0,1.3772253212118872,7.9624713416493424,CALML5;CIB4;IHH;CALML3;MT1X;COMP;HPGDS;CHP2;CAPN3;ENPP3;PRSS2;TGM3;RAG1;CASR;S100A2;AMY1A;AMY1B;CABS1;HPCAL4;ERN2;PCP4;MYL7;SNTN;PLA2G10;S100A4;S100A3;S100A9;S100A8;DSC3;S100A7;PIF1;CABP4;LPL;BCL2L10;SCIN;PCDHA4;S100A12;OTOF;PCDHA7;MARK1;REG4;ALOX15B;HRNR;CRNN;VIL1;ATP4A;GJB2;GCLC;RCAN2;PCDHB6;PIR;RET;ANXA8L1;LRRK2;TCHH;S100A7A;CALB2;CALB1;NCS1;XXYLT1;MMP1;SPHK1;TESC;PLA2G4B;PLA2G4A;MMP12;MMP13;VSNL1;RGN;DSG1;CDHR5;DSG3;DSG4;FBP1;PLA2G1B;NRXN1;PON1;ITLN1;ADCY2;LRP2;THBS4;CLEC3B;TTR;ACVR1C;SPOCK3;SNCB;SNCA;PLA2G2F;S100G;AOC1;EYA2;PLA2G2C;CABCOCO1;MAPK12;BAIAP3;DSPP;NELL2;SYT12;NT5C1A;SYT10;ESYT3;S100P;ADGRL3;CDK5R1
